source,target,nonrsp_coef_mean,prp_coef_mean
Mef2c,Ogn,0.0390815,
Mef2c,Bik,0.037812546,
Mef2c,Col15a1,0.03774831,0.066098176
Mef2c,Cald1,0.037743576,0.040814374
Mef2c,Crtc3,0.037572872,
Mef2c,Anxa2,-0.03732429,
Mef2c,Gm11627,-0.03705141,
Mef2c,Rbp4,-0.036666665,
Mef2c,Ttc28,0.03595625,0.054880075
Mef2c,Hspb1,-0.0359232,
Mef2c,Sh3bgr,-0.035685882,0.04931046
Mef2c,Ier3,-0.03564587,-0.065540515
Mef2c,Sgk1,-0.035300743,
Mef2c,Limch1,0.0346307,
Mef2c,Ncam1,0.034556866,
Mef2c,Prpf4b,0.03423377,
Mef2c,Net1,0.034039192,
Mef2c,Cst3,0.033477053,0.0741222
Mef2c,Tm4sf1,,-0.3044475
Mef2c,Lcn2,,-0.23914002
Mef2c,Lum,,-0.16455613
Mef2c,Spp1,,-0.15415032
Mef2c,2210407C18Rik,,0.14028163
Mef2c,Thbs1,,-0.11870262
Mef2c,Acan,,0.11394826
Mef2c,Mt2,,-0.110714674
Mef2c,Vcam1,,-0.09724064
Mef2c,Tnfrsf11b,,-0.094352834
Mef2c,Postn,,0.09273488
Mef2c,Smoc2,,0.09047581
Mef2c,Cp,,-0.08682549
Mef2c,Clu,,-0.086269245
Mef2c,Timp1,,-0.083425045
Mef2c,Ramp1,,0.080628105
Mef2c,Fbln2,,-0.07989056
Mef2c,Fn1,,-0.07851795
Mef2c,Tmsb10,,-0.07508209
Mef2c,Pcp4l1,,0.07442659
Mef2c,Serping1,,0.069431186
Mef2c,Dkk3,,0.06876666
Mef2c,Mfap4,,0.06864804
Mef2c,Sncg,,0.068641484
Mef2c,Plat,,0.060075834
Mef2c,Pi15,,-0.06004815
Mef2c,Npy1r,,0.059896555
Mef2c,Csrp2,,0.058895037
Mef2c,Atp1b1,,0.057701796
Mef2c,Selp,,-0.055890556
Mef2c,Id3,,0.055822562
Mef2c,Sfrp2,,-0.0554803
Mef2c,Plpp3,,-0.054662634
Mef2c,Dcn,,-0.05005353
Mef2c,Pla2g4a,,-0.04953776
Mef2c,Ppic,,0.049221147
Mef2c,Nrtn,,0.04906319
Mef2c,Myh11,,0.0489546
Mef2c,Mgst1,,-0.04886691
Mef2c,Cebpb,,-0.048346765
Mef2c,Msrb1,,0.04828171
Mef2c,Crlf1,,0.047010526
Mef2c,Timp2,,0.04686491
Mef2c,Myl9,,0.04490081
Mef2c,Ptgs2,,-0.042965826
Mef2c,1110008P14Rik,,-0.042620495
Mef2c,Cebpd,,-0.04120221
Nfix,Mustn1,-0.119290285,0.04238384
Nfix,2210407C18Rik,0.09983497,0.068998516
Nfix,Mfap4,0.097622596,0.053459525
Nfix,Itih4,0.094509736,
Nfix,Tcap,0.08147432,
Nfix,Tnfrsf12a,-0.06194769,-0.051636033
Nfix,Stbd1,0.06098649,
Nfix,Nox4,0.05556203,
Nfix,Col1a2,0.054686304,0.060832456
Nfix,Pkp4,0.053203225,
Nfix,Sh3bgr,0.05031556,
Nfix,Junb,-0.04931258,
Nfix,Itgbl1,0.045605283,0.052089423
Nfix,Optc,0.043925215,
Nfix,Mgp,-0.04391006,
Nfix,Des,-0.043203108,
Nfix,St5,0.04254172,
Nfix,Lrrc17,0.04213948,
Nfix,Aspn,-0.04183095,
Nfix,Wfdc1,0.040737174,
Nfix,Srsf5,0.04020608,
Nfix,Sparc,0.040167835,0.053211007
Nfix,Aqp1,0.040053193,
Nfix,Col3a1,0.038358763,0.069222786
Nfix,Gxylt2,0.034038,0.046905734
Nfix,Ccdc80,0.033631776,
Nfix,Eln,,0.08358373
Nfix,Postn,,0.06746935
Nfix,Crlf1,,0.06397499
Nfix,Cp,,-0.059344586
Nfix,Sncg,,0.057940293
Nfix,Cd59a,,0.057476036
Nfix,Serpine1,,-0.056729954
Nfix,Serping1,,0.05256152
Nfix,Thbs1,,-0.04889488
Nfix,Cst3,,0.047789678
Nfix,Rcan1,,-0.04249256
Nfix,Rarres2,,0.041864146
Nfix,S100a4,,0.04132177
Prrx1,Ogn,-0.11559304,
Prrx1,Wif1,-0.10183606,
Prrx1,Mgp,0.09183119,
Prrx1,Fabp4,0.046648,0.07280481
Prrx1,Lmcd1,-0.045903504,
Prrx1,Rgs4,0.04488157,
Prrx1,Fbxl22,-0.037364144,
Prrx1,Spp1,,0.16402957
Prrx1,S100a10,,0.09279527
Prrx1,Fmo2,,-0.08981018
Prrx1,Timp1,,0.088541225
Prrx1,Nme1,,0.08158283
Prrx1,Esd,,0.0785279
Prrx1,Postn,,-0.05901011
Prrx1,Aqp1,,0.054549728
Prrx1,Tubb6,,0.05078729
Prrx1,Mif,,0.05073445
Prrx1,Phlda3,,0.045366976
Prrx1,Pla2g4a,,0.04417075
Id3,S100a4,0.10927098,0.058588967
Id3,Rrad,0.09453483,
Id3,Id2,0.08673179,0.04291555
Id3,Gadd45g,0.08322774,
Id3,Gadd45b,0.073051944,
Id3,Mt1,0.07171703,0.094878614
Id3,Sparcl1,-0.06582985,
Id3,Cebpb,0.06546273,0.058781076
Id3,Ptprz1,-0.06372374,
Id3,Ftl1,0.062074512,0.046071537
Id3,Fgl2,0.0589895,
Id3,Ctsl,0.055360485,0.08007431
Id3,Atp1b1,0.053786352,
Id3,H2afz,0.053125218,0.05720765
Id3,Rhob,0.050351072,
Id3,Klf6,-0.04927935,
Id3,Mt2,0.049050447,0.07653395
Id3,Itga5,-0.047886167,-0.040846974
Id3,Id4,0.047058687,
Id3,Cst3,0.04604293,0.08500686
Id3,Lgals3,0.04571523,
Id3,Sparc,0.045668654,
Id3,Rasl11b,0.045539726,
Id3,Vcan,-0.04341359,
Id3,Bax,0.043250848,
Id3,Sdc4,-0.04256099,
Id3,Dusp1,0.0414394,
Id3,Arl4a,0.039816435,
Id3,Nfkbia,0.039305124,
Id3,Msn,-0.039172556,
Id3,Ccdc80,0.039089367,0.069062114
Id3,Ltbp4,-0.03841257,
Id3,Pcolce2,-0.03836249,
Id3,Errfi1,-0.038189568,
Id3,Igfbp7,0.037920978,
Id3,Junb,0.0376806,
Id3,Col1a1,0.036742467,
Id3,Serpine1,-0.03626786,-0.07153896
Id3,Zfp36l1,0.035877086,
Id3,Dhrs3,-0.035277512,
Id3,Emb,0.03518979,0.04785219
Id3,Crispld2,-0.03492034,
Id3,Pkp4,-0.034287464,
Id3,Fos,0.034157913,
Id3,Smad7,0.033786777,
Id3,1110008P14Rik,0.03339976,0.044425912
Id3,Atp1a2,0.033379566,
Id3,Rarres2,,0.09074954
Id3,Ifitm3,,0.090678
Id3,Frzb,,0.08078813
Id3,Prss23,,-0.07773408
Id3,Clu,,0.07663479
Id3,Ppic,,0.07222933
Id3,Nrtn,,0.06755322
Id3,Lmcd1,,0.06451751
Id3,Ldha,,0.06423943
Id3,Srpx2,,0.06175701
Id3,Rspo3,,0.06127721
Id3,Cox4i2,,0.058088373
Id3,Rcan1,,0.055248085
Id3,Eno1,,0.054557055
Id3,Glipr1,,0.05126373
Id3,Wif1,,0.050359927
Id3,Myl9,,0.049900547
Id3,Gas6,,0.04986496
Id3,Postn,,0.049794782
Id3,S100a10,,-0.049524475
Id3,Fbxl22,,0.047034863
Id3,Net1,,0.045358945
Id3,Mif,,0.0451644
Id3,Scx,,0.04508818
Id3,Mgp,,-0.04427179
Id3,Prdx5,,0.044050615
Id3,Ptgs2,,-0.04400428
Id3,Ramp1,,0.043631323
Id3,Hcfc1r1,,0.04349441
Id3,Bdnf,,-0.043410905
Id3,Cdkn1a,,-0.040700886
Myc,Tcap,0.1051294,
Myc,Rbp4,-0.0668395,
Myc,Mfap4,-0.047268428,-0.06343544
Myc,Ogn,-0.043080848,
Myc,Lmcd1,0.039668143,
Myc,Islr,-0.03670542,
Myc,Serpine1,0.036541086,
Myc,Meg3,-0.03466688,
Myc,Ftl1,0.03328765,
Myc,Spp1,,0.1373871
Myc,Rarres2,,-0.07240998
Myc,Lgals3,,0.063754566
Myc,Sost,,-0.062211923
Myc,Mgp,,0.061826967
Myc,Cxcl12,,0.055325426
Myc,Timp1,,0.053001683
Myc,Col1a1,,-0.047118194
Myc,Lum,,-0.045722358
Myc,Bdh2,,0.045388885
Myc,Cd59a,,-0.044073816
Myc,Anxa2,,0.042545848
Myc,Hsp90aa1,,0.042039264
Myc,Ier3,,0.041580617
Myc,Ppp1r14a,,-0.041574392
Myc,Ccdc3,,-0.040524364
Myc,Col5a2,,-0.040402748
Ebf1,Rbp4,-0.105039224,
Ebf1,Sparcl1,0.06325799,
Ebf1,Eln,-0.06117163,-0.08542722
Ebf1,Mfap4,-0.05870435,-0.06645167
Ebf1,Tm4sf1,-0.052268617,
Ebf1,Fxyd5,-0.04498141,
Ebf1,Sfrp2,-0.043311026,
Ebf1,Des,0.04258948,
Ebf1,Nrtn,0.038037956,
Ebf1,Tppp3,0.036584508,
Ebf1,Prss23,0.036397867,
Ebf1,Rrad,0.03447098,
Ebf1,Mgp,-0.03398313,
Ebf1,Spp1,,0.2896052
Ebf1,Tnfrsf11b,,0.12504052
Ebf1,Lcn2,,0.112368606
Ebf1,Igfbp2,,-0.06792777
Ebf1,Actg2,,-0.0624533
Ebf1,Crlf1,,-0.062035464
Ebf1,Lox,,-0.059234086
Ebf1,Fn1,,-0.05882207
Ebf1,Mustn1,,0.05861335
Ebf1,Sparc,,-0.056652498
Ebf1,Sost,,-0.05390954
Ebf1,Ppic,,-0.052493248
Ebf1,Col1a1,,-0.04868994
Ebf1,Nupr1,,-0.047899604
Ebf1,Anxa3,,-0.04633044
Ebf1,Col1a2,,-0.04451141
Ebf1,Ltbp2,,-0.044402864
Ebf1,Tsc22d1,,0.043692753
Ebf1,Timp2,,-0.04335443
Ebf1,Gas6,,0.0410744
Klf6,Fibin,-0.102899335,
Klf6,Apoe,-0.09400761,
Klf6,Wif1,-0.0902324,
Klf6,Mylk4,0.08631114,0.16798887
Klf6,Itih4,-0.08500616,
Klf6,Rrad,-0.08282779,
Klf6,Id1,-0.07770384,
Klf6,Tcap,-0.076103225,
Klf6,Egr1,0.075318806,
Klf6,Fn1,0.075205885,0.07174726
Klf6,Ier3,0.07412519,
Klf6,Klf2,0.06996453,0.04342917
Klf6,Col15a1,0.06251379,
Klf6,Lgals3,0.06126176,0.07964729
Klf6,Anxa3,0.055908594,0.050120015
Klf6,Sncg,0.054742914,
Klf6,Tpm4,0.05045622,
Klf6,Fxyd5,0.050334923,
Klf6,Sh3bgr,-0.05032212,-0.04844826
Klf6,Cav1,0.048086815,0.07937019
Klf6,S100a4,0.047640856,0.040349882
Klf6,Nrtn,-0.046112057,
Klf6,Osr1,-0.044835426,
Klf6,Des,-0.044528496,
Klf6,Tubb4b,-0.043363288,
Klf6,Ier2,0.043101713,
Klf6,Ppp1r15a,0.042245585,
Klf6,Tubb5,-0.041423663,
Klf6,Prss23,0.041213803,0.059785213
Klf6,Npy1r,0.040595252,
Klf6,Gm13889,0.040373504,
Klf6,Atf3,0.039998222,
Klf6,Id3,-0.039562467,-0.049360834
Klf6,Timp2,0.039299496,
Klf6,Smim5,-0.038984943,
Klf6,Ccdc80,0.038382918,
Klf6,Col1a2,0.03752944,
Klf6,Vcan,-0.03706816,
Klf6,Ttc28,0.037025787,
Klf6,Ckb,-0.036860045,-0.05049725
Klf6,Nr4a1,0.03677038,
Klf6,Cdc42ep3,0.036530014,
Klf6,Cd109,0.03651504,0.0435136
Klf6,Lox,0.03622341,-0.08735818
Klf6,Zfp36,0.03553549,
Klf6,Txnip,-0.03551194,
Klf6,Ccdc3,0.035252128,
Klf6,Gata6,0.035129353,
Klf6,Nfia,0.034988176,
Klf6,Nr1d1,0.034265425,
Klf6,Msrb1,-0.03384811,
Klf6,Cebpb,-0.033241864,
Klf6,Lcn2,,-0.19911735
Klf6,Lum,,-0.16367899
Klf6,Smoc2,,-0.15386756
Klf6,Cxcl12,,-0.124430135
Klf6,S100a10,,0.09791898
Klf6,2210407C18Rik,,-0.09504345
Klf6,Serping1,,-0.09029809
Klf6,Ctsh,,-0.085564986
Klf6,Cdkn1a,,0.082528874
Klf6,Cfh,,0.07441585
Klf6,Actg2,,-0.07380613
Klf6,Ppp1r14b,,0.070804365
Klf6,Col3a1,,-0.066925675
Klf6,Tnc,,-0.06481559
Klf6,Postn,,-0.06453002
Klf6,Timp3,,0.06424011
Klf6,Hsp90aa1,,0.061205916
Klf6,Tmem176b,,-0.060867727
Klf6,Por,,0.060138162
Klf6,Col1a1,,-0.058671203
Klf6,2200002D01Rik,,-0.057858646
Klf6,Fbln2,,-0.055457044
Klf6,Acan,,-0.054691028
Klf6,Spint2,,-0.05417985
Klf6,Crip1,,0.053832907
Klf6,Hspb1,,0.05332203
Klf6,Crlf1,,-0.052758902
Klf6,Scx,,-0.05235397
Klf6,Rarres2,,-0.052145816
Klf6,Odc1,,0.051909644
Klf6,Anxa2,,0.051504288
Klf6,Vwa1,,-0.05150101
Klf6,Phlda3,,0.05118334
Klf6,Bax,,0.05106586
Klf6,Olfr1033,,-0.050322752
Klf6,Hsph1,,0.050054315
Klf6,Vim,,0.04923641
Klf6,Anxa1,,0.04852291
Klf6,H3f3b,,0.04774605
Klf6,Nes,,0.047367528
Klf6,Emp1,,0.045329746
Klf6,Prex2,,0.045262072
Klf6,Plaur,,0.043700803
Klf6,Nme1,,0.043541726
Klf6,Esd,,0.043267116
Klf6,Tmem176a,,-0.043118022
Klf6,Aqp1,,0.042751566
Klf6,Meg3,,0.04249625
Klf6,Itga1,,-0.04247556
Klf6,Htra3,,-0.04212722
Klf6,Atf4,,0.041944724
Klf6,Cox4i2,,-0.041477915
Klf6,Ndn,,-0.041391503
Klf6,Gadd45b,,0.04123678
Klf6,Cryab,,0.04111699
Klf6,Timp1,,-0.040794484
Klf6,Ifrd1,,0.04035774
Klf6,Rtn4,,0.040188376
Atf4,Rbp4,-0.09939498,
Atf4,Actg2,-0.06852843,
Atf4,Mustn1,0.06322467,
Atf4,Tuba1a,0.04828423,0.082224
Atf4,Meg3,0.04190408,
Atf4,Fxyd5,,0.10719778
Atf4,S100a10,,0.080325305
Atf4,Tpm4,,0.07861491
Atf4,Ube2s,,0.07856596
Atf4,Mt1,,-0.077898875
Atf4,Plaur,,0.07736285
Atf4,Hspb1,,0.0676692
Atf4,Atf5,,0.056765117
Atf4,Col1a2,,-0.051839475
Atf4,Aqp1,,0.04868403
Atf4,Tubb2a,,0.04647684
Atf4,Mgp,,-0.044447232
Atf4,Hspd1,,0.041972652
Atf4,Aen,,0.04151815
Atf4,Fn1,,-0.041330647
Atf4,Srm,,0.040606603
Nr2f2,Tcap,0.09887057,
Nr2f2,Actg2,0.046186883,
Nr2f2,Des,0.04597517,
Nr2f2,Mustn1,0.045318045,
Nr2f2,Mfap4,-0.04095555,
Nr2f2,Fxyd5,,-0.07858954
Id4,Vcan,0.09848318,
Id4,Sparcl1,0.094518796,0.11524407
Id4,Rrad,0.07617406,
Id4,Art3,0.0748759,
Id4,Itgbl1,-0.06888414,
Id4,Id2,0.059052132,0.042777684
Id4,S100a4,-0.05681821,-0.05136704
Id4,Ptprz1,-0.054392714,
Id4,Mgp,0.053948347,-0.06918817
Id4,Arl4a,0.052428655,
Id4,Nupr1,-0.046492632,
Id4,Tinagl1,-0.04541597,
Id4,Lmcd1,-0.04472815,
Id4,Csrp1,-0.044261344,
Id4,Pcolce2,-0.043643896,
Id4,Acan,0.04287114,0.041704576
Id4,Tsc22d1,0.042221226,
Id4,Fas,-0.040960316,
Id4,Pkp4,-0.040603627,
Id4,Junb,-0.035999585,
Id4,Lgals3,-0.035987347,
Id4,Sost,0.03520411,
Id4,F3,0.034458566,
Id4,Sparc,-0.03406341,
Id4,Esam,0.033982128,
Id4,Col1a1,-0.03319011,-0.045271996
Id4,Fbln2,,-0.10926427
Id4,Gas6,,-0.07981062
Id4,Vcam1,,-0.07652162
Id4,Tmsb10,,-0.06684493
Id4,Rarres2,,0.060610794
Id4,Fgl2,,0.05835644
Id4,Postn,,0.055996347
Id4,Nrtn,,0.054380886
Id4,Prss23,,0.04786856
Id4,Ctsl,,-0.047232024
Id4,Slco2a1,,-0.04504557
Id4,Id3,,0.04286467
Id4,Timp1,,-0.04086574
Dbp,Nr1d1,0.04066394,
Dbp,Klf9,0.03479204,
Dbp,Nrtn,0.03313473,
Dbp,Cfh,,0.10709073
Dbp,Mgp,,0.09549273
Dbp,Timp1,,0.06458168
Dbp,Tmsb10,,0.06214084
Dbp,Postn,,-0.045961656
Dbp,Tsc22d1,,0.044511907
Dbp,Tpm4,,0.041996703
Dbp,Msrb1,,0.04057766
Prrx2,Cfh,-0.09332194,
Prrx2,Actg2,0.06253552,
Nr1d1,Dbp,0.092075884,
Nr1d1,Fabp4,0.05753782,0.05654721
Nr1d1,Nfkbia,0.04809136,
Nr1d1,Ecm2,-0.04616514,
Nr1d1,Ccdc85b,0.044526566,
Nr1d1,Gadd45b,0.04321371,
Nr1d1,Itga5,0.03885519,
Nr1d1,Hbegf,0.037580665,
Nr1d1,Npy1r,-0.035563033,
Nr1d1,Clu,-0.035188805,
Nr1d1,Gm13889,,0.09780422
Nr1d1,Vcam1,,-0.08359171
Nr1d1,Selp,,-0.07163433
Nr1d1,Map4k4,,-0.06839183
Nr1d1,Crip1,,0.06235256
Nr1d1,Timp1,,-0.0605738
Nr1d1,Postn,,0.06045131
Nr1d1,Tagln,,0.053640135
Nr1d1,Lmcd1,,0.05326505
Nr1d1,Mmp14,,-0.05311844
Nr1d1,Gja1,,-0.052381586
Nr1d1,Odc1,,0.049440715
Nr1d1,Hspb1,,0.044005938
Nr1d1,Anxa2,,0.04395211
Nr1d1,Fbxl22,,0.042461857
Nr1d1,Ube2s,,0.040312823
Foxp2,Mgp,-0.08926546,-0.056684442
Foxp2,Wif1,0.08835037,
Foxp2,Plcb4,0.049852237,
Foxp2,Sh3bgr,0.044474814,
Foxp2,Itga1,0.04328764,
Foxp2,Myh11,0.038671844,
Foxp2,S100a10,-0.037897177,
Foxp2,Ppp1r12a,0.03695897,
Foxp2,Dusp1,-0.03356268,
Id2,S100a4,-0.08437586,0.05891072
Id2,Nupr1,-0.08138978,-0.046348
Id2,Wif1,-0.07975082,
Id2,Serpine1,-0.07959695,
Id2,Fbxl22,0.07429693,
Id2,Sost,0.07399023,0.052136954
Id2,Id4,0.07222666,
Id2,Nrtn,0.06362384,
Id2,Mgp,-0.06301241,-0.07336607
Id2,Pkdcc,0.06074061,
Id2,Lmcd1,-0.05846845,0.07606386
Id2,Pdlim4,0.057309974,
Id2,Myl9,0.05606477,0.07003764
Id2,Id3,0.055424783,0.065628275
Id2,Gstm1,0.054682195,
Id2,Klf2,-0.054193698,-0.048045877
Id2,Csrp1,0.052661356,0.07458124
Id2,Emb,0.050362486,
Id2,Gm11627,0.050192337,0.044953585
Id2,Nfkbia,0.047663756,
Id2,Tinagl1,0.0473144,0.06418273
Id2,Tpm1,0.047068145,0.056511886
Id2,Msn,-0.04609898,
Id2,Gas6,-0.044041183,0.055311695
Id2,Cst3,-0.043550253,
Id2,Dhrs3,0.04224745,
Id2,Dact3,0.039634418,
Id2,Hspa8,-0.039603177,
Id2,Acan,-0.03955607,
Id2,Bax,0.03941292,0.07013939
Id2,Btg2,-0.039094526,
Id2,Stum,0.03882807,
Id2,Ace,-0.038311675,
Id2,Gadd45g,0.037980452,0.0528926
Id2,Dusp1,0.037880678,0.043728795
Id2,Dkk3,-0.037049603,0.041906703
Id2,Lbh,-0.03673111,
Id2,Nme1,0.03498746,
Id2,Fbxo32,0.0348887,
Id2,Itgbl1,-0.03471417,
Id2,Ramp1,,0.13218237
Id2,Mt1,,-0.10677428
Id2,Timp1,,-0.10420836
Id2,Vcam1,,-0.10261315
Id2,Rarres2,,0.101676784
Id2,Prss23,,0.10055767
Id2,Crip1,,0.0901096
Id2,S100a10,,0.0731853
Id2,Csrp2,,0.06866905
Id2,Tmsb10,,0.06466788
Id2,Sparcl1,,0.061446484
Id2,Anxa2,,0.06132534
Id2,Rcan1,,-0.057873115
Id2,Postn,,0.057650823
Id2,Vim,,0.0559505
Id2,Myh11,,0.05431978
Id2,Anxa1,,0.05241165
Id2,Lgals3,,0.05195464
Id2,Tnfrsf12a,,0.049023286
Id2,Hsph1,,0.04668928
Id2,Mt2,,-0.046342492
Id2,Fgl2,,0.04240942
Id2,Ptma,,0.04089047
Id2,Hcfc1r1,,0.04078801
Rora,Tcap,-0.08508534,
Rora,Fn1,0.06872996,
Rora,Des,0.058998328,
Rora,Fabp4,-0.053615488,-0.05579815
Rora,Lox,0.043946523,0.06685412
Rora,Actg2,0.043398462,
Rora,Rgs4,0.036798175,
Rora,Synpo2,0.036178976,0.04367228
Rora,Lmcd1,0.033879116,0.04075605
Rora,Timp1,,-0.08510118
Rora,Rarres2,,0.07107231
Rora,Gm13889,,0.070369706
Rora,Cd59a,,0.06796188
Rora,S100a4,,-0.06412951
Rora,Sh3bgr,,0.061127044
Rora,Col6a3,,0.05228601
Rora,Igfbp2,,0.05103466
Rora,Olfr1033,,0.050971396
Rora,Scx,,0.048784595
Rora,Ppp1r14b,,-0.048619837
Rora,Aqp1,,-0.048089903
Rora,Myh11,,0.04436927
Rora,Nhp2,,-0.04337529
Rora,Vwa1,,0.043171424
Rora,Csrp1,,0.041848354
Rora,Fbxl22,,0.04055923
Hmga2,Ncam1,0.0847334,
Hmga2,Col1a1,0.056063496,
Hmga2,Hist1h1c,-0.044612855,
Hmga2,Lmo4,-0.04408612,
Hmga2,Atf3,-0.03776867,
Hmga2,Esd,-0.036158144,
Hmga2,Plcb4,-0.03419967,
Hmga2,Timp1,,0.05526214
Hmga2,Ccnd1,,0.04781047
Tcf7l2,Rgs5,0.08386982,
Tcf7l2,Rbp4,0.07271365,
Tcf7l2,Ogn,0.046615697,0.081791446
Tcf7l2,Serpine1,-0.03968168,-0.04710671
Tcf7l2,Fxyd5,-0.0332598,-0.061050687
Tcf7l2,Spp1,,-0.14342383
Tcf7l2,Lcn2,,0.13098781
Tcf7l2,Cd200,,0.07997129
Tcf7l2,Gas6,,0.07990051
Tcf7l2,Col15a1,,-0.06613536
Tcf7l2,Tnfrsf11b,,-0.06544698
Tcf7l2,Crlf1,,-0.06310585
Tcf7l2,Thbs1,,-0.057355873
Tcf7l2,Meg3,,-0.053490173
Tcf7l2,Fabp4,,0.050252836
Tcf7l2,Tuba1a,,-0.049680654
Tcf7l2,Sncg,,0.048814356
Tcf7l2,Gja1,,-0.0464818
Tcf7l2,Phlda3,,0.044984028
Tcf7l2,Nes,,-0.04495976
Tcf7l2,Eln,,-0.043226067
Tcf7l2,Lum,,0.042773638
Tcf7l2,Clu,,0.042613644
Tcf7l2,Cdo1,,0.042489573
Tcf7l2,Fmo3,,0.04246412
Tcf7l2,Col6a3,,-0.04062578
Nfia,Sparcl1,0.082972586,
Nfia,Synpo2,0.07932822,
Nfia,Itih4,-0.075454965,
Nfia,S100a4,-0.073620126,-0.05698098
Nfia,Gadd45g,0.067147136,
Nfia,Prss23,0.060562015,
Nfia,Ncam1,0.054445967,
Nfia,Ifitm3,-0.052579906,
Nfia,Optc,0.050106436,
Nfia,Mgp,-0.047692645,
Nfia,Myh11,0.044740718,
Nfia,Cav1,0.043391954,
Nfia,Serpine1,0.041417573,
Nfia,Sncg,-0.040265217,
Nfia,Timp3,0.03975443,
Nfia,Tnfrsf12a,-0.038289327,
Nfia,Islr,0.03762338,0.04666735
Nfia,Txnip,0.037423503,
Nfia,Cped1,0.03696099,
Nfia,Atf3,-0.036506023,
Nfia,Filip1,0.036287334,
Nfia,2210407C18Rik,-0.03581292,
Nfia,Mfap4,0.035086203,0.062708065
Nfia,Ftl1,-0.033302046,
Nfia,Timp4,-0.033259965,
Nfia,Fn1,,0.07398576
Nfia,Sost,,0.073445715
Nfia,Cp,,-0.07310795
Nfia,Lgals3,,-0.07044561
Nfia,Hspb1,,-0.06552379
Nfia,Serping1,,-0.056023907
Nfia,Col1a2,,0.045124978
Nfia,Eln,,0.040931255
Thrb,Rbp4,0.08261887,
Thrb,Fmo2,0.041605905,0.06869483
Thrb,Pcp4l1,,0.045087207
Esr1,Tcap,0.08251147,
Esr1,Csrp1,0.044288967,0.069130026
Esr1,Ckb,0.042806003,0.05450881
Esr1,Ppp1r14a,0.042794503,0.0973042
Esr1,Actg2,0.037862472,
Esr1,Msrb1,0.036293443,0.09865808
Esr1,Nupr1,-0.033395972,
Esr1,Fn1,-0.033272788,
Esr1,Tnfrsf11b,,-0.14931688
Esr1,Vcam1,,-0.10091281
Esr1,Plpp3,,-0.09555939
Esr1,Spint2,,0.07762544
Esr1,Ramp1,,0.07608036
Esr1,Sh3bgr,,0.07392283
Esr1,Myl9,,0.066461354
Esr1,Col1a1,,-0.06619634
Esr1,Fbxl22,,0.06189337
Esr1,Pi15,,-0.058744147
Esr1,2200002D01Rik,,0.057926435
Esr1,Ccdc3,,0.057921957
Esr1,Hspb1,,0.05142925
Esr1,Fmo2,,0.050260313
Esr1,Tagln,,0.050174214
Esr1,Cd59a,,0.048928786
Esr1,Sost,,0.04755724
Esr1,Tinagl1,,0.04685613
Esr1,Myh11,,0.046691313
Esr1,Arid5b,,0.04452791
Esr1,Olfr1033,,0.044354327
Esr1,Ogn,,0.044283137
Esr1,Pcp4l1,,0.044092886
Esr1,Lmcd1,,0.043179594
Esr1,Filip1l,,0.042322095
Esr1,Htra3,,0.041386638
Esr1,St5,,0.040244117
Arid5b,Filip1l,0.04974937,
Arid5b,Tnfrsf12a,0.048050795,
Arid5b,Mt1,-0.03655092,
Arid5b,Malat1,,0.06267463
Arid5b,Pi15,,-0.0413594
Nr4a2,Actg2,-0.08098396,
Nr4a2,Fibin,0.052053876,
Nr4a2,1190005I06Rik,-0.043918647,
Nr4a2,Mustn1,0.038568325,
Nr4a2,Vcan,0.035366297,
Nr4a2,Igfbp4,-0.034354847,
Nr4a2,Aspn,0.034254972,
Nr4a2,Fn1,0.033726536,
Nr4a2,Nupr1,0.033678085,
Nr4a2,Spp1,,-0.18301848
Nr4a2,Lcn2,,0.10111431
Nr4a2,Ramp1,,-0.059073284
Nr4a2,Msmo1,,-0.047698177
Nr4a2,Rarres2,,-0.044503953
Klf13,Rbp4,-0.079118006,
Klf13,Lgals3,0.0775387,
Klf13,Prss23,0.07583467,0.04800907
Klf13,S100a10,0.06346179,0.048625737
Klf13,Itih4,-0.061385244,
Klf13,Mustn1,0.059229545,
Klf13,Timp3,0.05607064,
Klf13,Col15a1,0.053425785,0.061969407
Klf13,Hspa1a,0.04532091,
Klf13,Anxa2,0.04432326,
Klf13,Gm13889,0.042437535,
Klf13,Cav1,0.0407363,0.05078209
Klf13,Fxyd5,0.0360776,
Klf13,Sfrp2,0.034598492,
Klf13,Sncg,0.03386735,
Klf13,Ttc28,0.03343126,
Klf13,Lcn2,,-0.12359762
Klf13,Cxcl12,,-0.090915285
Klf13,Lum,,-0.07622692
Klf13,Timp1,,-0.06955917
Klf13,Ccdc3,,0.06310374
Klf13,Bax,,-0.062755086
Klf13,Malat1,,0.061849944
Klf13,Tmsb10,,-0.05518248
Klf13,Crlf1,,0.05402903
Klf13,Fbln2,,-0.053346235
Klf13,Crip1,,0.05279865
Klf13,Sparcl1,,0.047537956
Klf13,Ctsl,,-0.04503489
Klf13,Prdx5,,-0.045021977
Klf13,Myh11,,0.044143252
Klf13,Nme1,,-0.04375154
Klf13,Fkbp11,,-0.042527005
Klf13,Lbh,,-0.04220493
Klf13,Tmem176b,,-0.04175159
Klf13,Cldn3,,-0.04085757
Klf13,Glipr1,,-0.040804487
Klf13,Igfbp2,,-0.040667653
Hes1,Rbp4,-0.076562695,
Hes1,Gadd45b,0.052051872,0.0413792
Hes1,Gadd45g,0.046574183,
